session_id,index,elapsed_time,event_name,name,level,page,room_coor_x,room_coor_y,screen_coor_x,screen_coor_y,hover_duration,text,fqid,room_fqid,text_fqid,fullscreen,hq,music,level_group
21010217213198492,1035,2021910,object_click,close,20,,392.83720302206103,271.0,840.0,59.0,,,reader_flag,tunic.library.microfiche,,1,0,1,13-22
21010218360727796,363,422045,object_click,basic,9,,-70.16279697829735,230.00000000000003,377.0,100.0,,,reader,tunic.library.microfiche,,0,0,1,5-12
21010307323332544,425,581219,person_click,basic,11,,-49.348500938296105,-295.00000000000006,359.0,625.0,,Why didn't you say so?,archivist,tunic.historicalsociety.frontdesk,tunic.historicalsociety.frontdesk.archivist.newspaper,0,0,1,5-12
21010307412884610,1165,4648779,navigate_click,undefined,20,,-455.55493486878873,-291.0456271428123,139.0,485.0,,,,tunic.historicalsociety.entry,,0,0,1,13-22
21010307530380068,540,1974858,navigate_click,undefined,14,,36.66607836893189,-132.70915522519078,830.0,433.0,,,teddy,tunic.historicalsociety.cage,,0,0,1,13-22
21010308161452536,17,11411,navigate_click,undefined,0,,-275.5148501241281,-190.08208108250759,58.0,477.0,,,,tunic.historicalsociety.closet,,0,0,0,0-4
21010308161452536,1076,909557,object_hover,undefined,21,,,,,,34.0,,journals_flag.hub.topics_old,tunic.historicalsociety.stacks,,0,0,0,13-22
21010308314514764,658,1551593,cutscene_click,basic,16,,-1023.7904149541408,-118.05900230247956,142.0,425.0,,GRRRRRRR,confrontation,tunic.historicalsociety.cage,tunic.historicalsociety.cage.confrontation,0,0,1,13-22
21010308322101440,607,918488,navigate_click,undefined,18,,829.4376555125159,-460.72891351371203,731.0,406.0,,,,tunic.wildlife.center,,0,0,1,13-22
21010308351216948,107,269812,navigate_click,undefined,3,,72.62321328112961,-104.0,858.0,434.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
21010308465746416,169,277652,navigate_click,undefined,6,,281.5948478920853,-188.7450601070998,396.0,481.0,,,,tunic.historicalsociety.closet_dirty,,1,0,1,5-12
21010308552312440,1009,1355020,cutscene_click,basic,16,,-1028.894885122311,-78.32591430661425,344.0,399.0,,\u00f0\u0178\u02dc\u009d,confrontation,tunic.historicalsociety.cage,tunic.historicalsociety.cage.confrontation,0,0,1,13-22
21010309055854628,186,213243,person_click,basic,6,,-635.5881968741774,-137.16272221000037,288.0,434.0,,Why don't you go upstairs and see the archivist?,gramps,tunic.historicalsociety.closet_dirty,tunic.historicalsociety.closet_dirty.gramps.news,1,0,1,5-12
21010309055854628,513,1085233,navigate_click,undefined,15,,-1224.7818526187,-191.6841365306192,88.0,484.0,,,,tunic.historicalsociety.cage,,1,0,1,13-22
21010309055854628,564,1353484,cutscene_click,basic,16,,-1002.7901246555756,-187.2845953634748,367.0,495.0,,No he hasn't!,confrontation,tunic.historicalsociety.cage,tunic.historicalsociety.cage.confrontation,1,0,1,13-22
21010309200213344,336,984669,navigate_click,undefined,7,,76.96251938646193,-192.0,245.0,522.0,,,,tunic.humanecology.frontdesk,,0,0,1,5-12
21010309210365372,906,1743351,object_click,close,20,,384.8372030218187,251.0,832.0,79.0,,,reader_flag,tunic.library.microfiche,,1,0,1,13-22
21010309255096584,66,68838,notification_click,basic,2,,101.33836652410515,261.4200910345001,485.0,148.0,,A boring old shirt.,,tunic.historicalsociety.collection,tunic.historicalsociety.collection.tunic,0,0,1,0-4
21010309343524090,966,1260211,navigate_click,undefined,15,,-997.3377148319198,-142.28133989056732,230.0,443.0,,,,tunic.historicalsociety.cage,,0,0,1,13-22
21010309431135788,342,498710,person_click,basic,6,,-699.2448785479879,-181.22033807487492,224.0,478.0,,It must've been Wells.,gramps,tunic.historicalsociety.closet_dirty,tunic.historicalsociety.closet_dirty.gramps.news,0,0,1,5-12
21010309460179452,827,1743781,object_click,basic,21,,406.7228070258406,-62.2444197415549,771.0,394.0,,,journals_flag.pic_0_old.next,tunic.historicalsociety.stacks,,1,0,1,13-22
21010309500247856,846,1371110,cutscene_click,basic,18,,307.20986383285776,-128.3838009099015,504.0,412.0,,"I'm telling you, Boss. Taxidermy is the way to go!",groupconvo_flag,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo_flag,0,0,1,13-22
21010309552005720,635,650379,object_click,basic,11,,432.7255186382774,-92.24442273661717,797.0,424.0,,,journals.pic_0.next,tunic.historicalsociety.stacks,,0,0,1,5-12
21010310023834144,118,82927,cutscene_click,basic,1,,191.8933155213908,-130.52683451499036,431.0,414.0,,It's a women's basketball jersey!,groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
21010310024061560,1354,2625671,object_click,basic,18,,1032.1869746349012,-399.23344730044096,714.0,343.0,,,tracks,tunic.wildlife.center,,0,0,1,13-22
21010310024061560,1582,2935892,navigate_click,undefined,21,,751.0748885453424,-62.770902813240916,851.0,351.0,,,toentry,tunic.capitol_2.hall,,0,0,1,13-22
21010310030213350,757,1393412,navigate_click,undefined,18,,480.3280385108053,-742.2541742310443,788.0,525.0,,,,tunic.wildlife.center,,0,0,1,13-22
21010310091026664,411,3447232,navigate_click,undefined,9,,489.7600570768206,92.46976062524168,869.0,259.0,,,,tunic.library.frontdesk,,0,0,0,5-12
21010310162137956,685,2924980,cutscene_click,basic,16,,-872.1173871201268,-99.8938318130404,169.0,409.0,,undefined,confrontation,tunic.historicalsociety.cage,tunic.historicalsociety.cage.confrontation,0,0,1,13-22
21010310174846732,2139,2205546,navigate_click,undefined,20,,958.4199749853326,-446.1858708724137,794.0,406.0,,,,tunic.wildlife.center,,0,0,1,13-22
21010310215196044,1418,1986232,cutscene_click,basic,1,,-365.001998737442,-151.69497645424195,89.0,427.0,,undefined,groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
21010310273633136,725,2376068,navigate_click,undefined,18,,1161.6443792242246,-401.90739934754953,871.0,357.0,,,tracks,tunic.wildlife.center,,0,0,1,13-22
21010310275868176,592,1443817,navigate_click,undefined,18,,499.39852351080185,-690.2074398661915,796.0,488.0,,,,tunic.wildlife.center,,1,1,1,13-22
21010310395200944,816,1062034,navigate_click,undefined,17,,490.0575485932618,6.5084235827392884,806.0,322.0,,,tobasement,tunic.historicalsociety.entry,,0,0,1,13-22
21010310395804356,56,32165,cutscene_click,basic,1,,-415.48263421014565,-189.1472126895901,58.0,450.0,,undefined,groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
21010310410679630,497,1774971,person_click,basic,9,,-29.935798417484,-95.16954319803192,533.0,403.0,,"Two missions, actually!",worker,tunic.library.frontdesk,tunic.library.frontdesk.worker.hello,0,0,1,5-12
21010310460043660,572,647259,navigate_click,undefined,8,,-225.60902859327618,-229.0,127.0,559.0,,,,tunic.drycleaner.frontdesk,,0,0,1,5-12
21010310460043660,614,667682,navigate_click,undefined,8,,-11.334393628641232,64.00000000000001,380.0,266.0,,,logbook,tunic.drycleaner.frontdesk,,0,0,1,5-12
21010310460043660,1193,1287719,map_hover,basic,17,,,,,,401.0,,tunic.library,tunic.historicalsociety.entry,,0,0,1,13-22
21010310550918024,178,966007,navigate_click,undefined,5,,803.5315739779954,-316.53086936659264,819.0,500.0,,,,tunic.capitol_0.hall,,0,0,1,5-12
21010310550918024,287,1143901,navigate_click,undefined,6,,-601.4059885908363,-293.25181861364564,73.0,490.0,,,,tunic.historicalsociety.entry,,0,0,1,5-12
21010310564546176,85,277556,object_click,basic,2,,115.55582924599602,254.2280753231712,495.0,153.0,,,tunic.hub.slip,tunic.historicalsociety.collection,,0,0,1,0-4
21010311042625390,1382,2466732,map_hover,basic,18,,,,,,103.0,,tunic.capitol_2,tunic.wildlife.center,,0,1,0,13-22
21010311042625390,1459,2612806,person_click,basic,19,,222.41393814663672,35.519409627728045,606.0,292.0,,A vexy-wha?,flag_girl,tunic.flaghouse.entry,tunic.flaghouse.entry.flag_girl.hello,0,1,0,13-22
21010311250875810,480,397426,person_click,basic,11,,-115.34850090565894,-142.00000000000003,293.0,472.0,,Nope. But Youmans and other suffragists worked hard to change that.,archivist,tunic.historicalsociety.frontdesk,tunic.historicalsociety.frontdesk.archivist.newspaper,0,0,1,5-12
21010311550500504,1034,2007254,navigate_click,undefined,18,,725.4456018512158,-328.6334307382968,758.0,279.0,,,expert,tunic.wildlife.center,,0,0,1,13-22
21010311584850790,905,1086589,person_click,basic,18,,-809.5982924470454,-372.23940905086386,210.0,317.0,,"Fine, fine. Let's see...",wells,tunic.wildlife.center,tunic.wildlife.center.wells.nodeer,0,0,1,13-22
21010312084727876,1885,2139627,navigate_click,undefined,21,,60.483577695800534,-184.0,495.0,514.0,,,,tunic.library.microfiche,,0,0,1,13-22
21010312205309496,230,170112,navigate_click,undefined,3,,-157.04192036803536,-169.00000000000003,491.0,499.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
21010312205309496,535,462618,person_click,basic,6,,-64.76361787785245,54.99999999999999,339.0,275.0,,Yes! I was wondering-,archivist,tunic.historicalsociety.frontdesk,tunic.historicalsociety.frontdesk.archivist.have_glass,0,0,1,5-12
21010312340320604,81,387137,navigate_click,undefined,3,,674.5515206441883,-159.306623209526,807.0,432.0,,,toentry,tunic.historicalsociety.collection,,0,1,1,0-4
21010312423551310,690,1400007,person_click,basic,18,,-773.1134439654227,-502.5424393537693,238.0,417.0,,\u00f0\u0178\u02dc\u0160,wells,tunic.wildlife.center,tunic.wildlife.center.wells.nodeer,0,0,1,13-22
21010312431974510,1147,1560088,notebook_click,close,20,6.0,427.40654894584793,275.51952108667297,811.0,52.0,,,,tunic.flaghouse.entry,,0,0,0,13-22
21010312431974510,1306,1702716,object_click,basic,20,,30.83720302170268,-220.00000000000003,478.0,550.0,,,reader_flag.paper2.next,tunic.library.microfiche,,0,0,0,13-22
21010312434765416,461,703703,navigate_click,undefined,11,,703.9732008478203,-129.0,816.0,459.0,,,,tunic.kohlcenter.halloffame,,0,0,1,5-12
21010312473435784,425,731890,person_click,basic,11,,-50.34850090565895,23.0,358.0,307.0,,Right outside the door.,archivist,tunic.historicalsociety.frontdesk,tunic.historicalsociety.frontdesk.archivist.newspaper,0,0,1,5-12
21010312482732856,608,1101239,navigate_click,undefined,16,,6.441015853316975,-310.4188203739647,437.0,633.0,,,toentry,tunic.historicalsociety.stacks,,0,0,1,13-22
21010312563770910,793,1736309,navigate_click,undefined,18,,-51.01794170587101,-133.64716683232447,265.0,407.0,,,,tunic.historicalsociety.entry,,0,0,1,13-22
21010313003570028,441,982906,object_hover,undefined,11,,,,,,1646.0,,journals.pic_1.next,tunic.historicalsociety.stacks,,0,0,1,5-12
21010313055879668,490,971279,person_click,basic,9,,-383.0319564123455,143.28796441457746,253.0,220.0,,Theodora Youmans? Of course!,worker,tunic.library.frontdesk,tunic.library.frontdesk.worker.hello,0,0,1,5-12
21010313055879668,700,1252953,notification_click,basic,11,,99.7255276084942,-294.24441974155485,464.0,626.0,,And look! She's wearing the shirt!,,tunic.historicalsociety.stacks,tunic.historicalsociety.stacks.journals.pic_2.bingo,0,0,1,5-12
21010313191067852,729,1163165,person_click,basic,19,,311.0365532907861,94.51409010102353,695.0,233.0,,I'm not sure.,flag_girl,tunic.flaghouse.entry,tunic.flaghouse.entry.flag_girl.symbol,0,0,1,13-22
21010313191067852,892,1345899,object_hover,undefined,21,,,,,,748.0,,journals_flag.hub.topics,tunic.historicalsociety.stacks,,0,0,1,13-22
21010313221367812,53,77890,cutscene_click,basic,1,,-57.24264217852244,-182.63375743858228,278.0,446.0,,undefined,groupconvo,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo,0,0,1,0-4
21010313283666136,517,1061303,person_click,basic,9,,0.6656063773760224,-51.0,392.0,381.0,,Hmmm... not sure. Why don't you try the library?,worker,tunic.drycleaner.frontdesk,tunic.drycleaner.frontdesk.worker.done,0,0,1,5-12
21010313374875876,812,1161453,cutscene_click,basic,16,,-101.94341680912213,-87.59809626886081,459.0,398.0,,\u00e2\u009d\u00a4\u00ef\u00b8\u008f,unlockdoor,tunic.historicalsociety.cage,tunic.historicalsociety.cage.unlockdoor,0,0,1,13-22
21010313390492816,1042,1369306,person_click,basic,20,,-274.82277308954366,107.29382252844904,341.0,251.0,,It has something to do with ecology.,worker,tunic.library.frontdesk,tunic.library.frontdesk.worker.flag,1,1,1,13-22
21010313425660640,284,370469,person_click,basic,8,,74.66560638494437,2.9999999999999827,466.0,327.0,,Guess it couldn't hurt to let you take a look.,worker,tunic.drycleaner.frontdesk,tunic.drycleaner.frontdesk.worker.hub,0,0,1,5-12
21010314111639796,122,127102,navigate_click,undefined,3,,605.1622337605818,154.2662632375189,713.0,176.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
21010314324769764,1057,1298542,navigate_click,undefined,21,,370.6514990934442,-48.00000000000002,779.0,378.0,,,,tunic.historicalsociety.frontdesk,,0,0,1,13-22
21010314324769764,1273,1480316,navigate_click,undefined,21,,-37.211226923604094,80.0,384.0,250.0,,,archivist_glasses,tunic.historicalsociety.frontdesk,,0,0,1,13-22
21010314354238884,583,954794,navigate_click,undefined,14,,-81.18089367211691,-199.7551290702715,817.0,491.0,,,lockeddoor,tunic.historicalsociety.cage,,0,0,1,13-22
21010314540686950,368,346683,map_click,undefined,5,,439.822101501604,146.34700714508875,546.0,212.0,,,tunic.historicalsociety,tunic.capitol_0.hall,,0,0,1,5-12
21010314540686950,432,391307,navigate_click,undefined,6,,847.9782438142997,-298.64682477983393,805.0,575.0,,,,tunic.historicalsociety.closet_dirty,,0,0,1,5-12
21010315220736830,1058,1805769,navigate_click,undefined,18,,-922.3545830909134,-667.2724608215809,100.0,479.0,,,,tunic.wildlife.center,,0,0,1,13-22
21010315265667610,1182,1690266,map_click,undefined,21,,-219.8840119179787,216.24643788679646,577.0,164.0,,,tunic.historicalsociety,tunic.library.frontdesk,,0,0,1,13-22
21010315521497296,842,2382232,object_click,basic,20,,-258.16279697829737,-111.0,189.0,441.0,,,reader_flag,tunic.library.microfiche,,0,0,1,13-22
21010316442297228,880,7039190,person_click,basic,18,,461.2970373939589,-686.015793021019,496.0,549.0,,Got one!,crane_ranger,tunic.wildlife.center,tunic.wildlife.center.crane_ranger.crane,0,0,1,13-22
21010317192904470,205,199497,person_click,basic,3,,250.38979588095702,-195.37431225251282,594.0,464.0,,Hopefully you can find some clues!,gramps,tunic.historicalsociety.collection,tunic.historicalsociety.collection.gramps.lost,0,0,1,0-4
21010318000939480,1280,804242,navigate_click,undefined,19,,277.84710539702127,-627.1975788369923,774.328125,505.0,,,,tunic.wildlife.center,,0,0,1,13-22
21010318255772370,891,1272940,navigate_click,undefined,18,,-102.3409414301237,-7.301775263695045,338.0,330.0,,,gramps,tunic.historicalsociety.collection_flag,,0,0,1,13-22
21010318272112930,817,967070,object_click,basic,18,,539.8186569124425,-426.3124043301431,336.0,364.0,,,tracks,tunic.wildlife.center,,0,0,1,13-22
21010320081344784,26,42419,navigate_click,undefined,1,,-600.6605343549827,-32.91794162903116,428.0,308.0,,,retirement_letter,tunic.historicalsociety.closet,,0,0,1,0-4
21010321112879620,1796,2080004,person_click,basic,18,,573.3576433223715,-670.3794294016833,582.0,537.0,,Yoga does sound nice.,crane_ranger,tunic.wildlife.center,tunic.wildlife.center.crane_ranger.crane,0,0,1,13-22
21010406370767816,195,374551,navigate_click,undefined,6,,532.7918670125816,-148.41210376324727,605.0,425.0,,,trigger_coffee,tunic.historicalsociety.closet_dirty,,0,0,1,5-12
21010407330444296,947,1600212,navigate_click,undefined,18,,643.7276900616705,-452.90088888235283,487.0,398.0,,,,tunic.wildlife.center,,0,0,1,13-22
21010407350880148,679,1881899,person_click,basic,18,,-808.2952621472408,-567.6939545052862,211.0,467.0,,He says he'd be willing to help out.,wells,tunic.wildlife.center,tunic.wildlife.center.wells.nodeer,0,0,0,13-22
21010408070073710,396,617836,object_hover,undefined,11,,,,,,217.0,,journals.pic_2.bingo,tunic.historicalsociety.stacks,,0,0,1,5-12
21010408151775304,219,390736,navigate_click,undefined,6,,-410.15675051066705,187.69472088638926,332.0,144.0,,,door_block_talk,tunic.historicalsociety.closet_dirty,,0,0,1,5-12
21010408413054850,161,679515,cutscene_click,basic,6,,261.8635282455149,-199.3161143890354,728.0,482.0,,But he never goes anywhere without his scarf!,trigger_scarf,tunic.historicalsociety.closet_dirty,tunic.historicalsociety.closet_dirty.trigger_scarf,0,0,1,5-12
21010408425887680,556,1575667,cutscene_click,basic,13,,10.44249690059894,-246.3373651080646,451.0,598.0,,Teddy is still missing!,ch3start,tunic.historicalsociety.basement,tunic.historicalsociety.basement.ch3start,0,0,1,13-22
21010408533508490,786,1303121,navigate_click,undefined,15,,118.40312367712609,-104.063131065258,589.0,402.0,,,,tunic.historicalsociety.collection_flag,,0,0,1,13-22
21010409041873496,344,1409494,person_click,basic,11,,258.6401134766533,-101.00000000000004,667.0,431.0,,"Calm down, kid. I haven't seen him.",archivist,tunic.historicalsociety.frontdesk,tunic.historicalsociety.frontdesk.archivist.newspaper,0,0,0,5-12
21010409041873496,700,2231514,person_click,basic,18,,583.0664263966695,-191.21554027230755,709.0,442.0,,Ugh. I have to head over there and check out the animals.,boss,tunic.historicalsociety.entry,tunic.historicalsociety.entry.boss.flag,0,0,0,13-22
21010409073784390,878,3685976,cutscene_click,basic,18,,33.945721457840165,-213.5726665294913,334.0,465.0,,"Wells, you already have a job to do.",groupconvo_flag,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo_flag,0,1,0,13-22
21010409160447060,2249,3067346,navigate_click,undefined,21,,149.07301246203156,-57.35379942566078,831.0,357.0,,,,tunic.historicalsociety.entry,,0,0,1,13-22
21010409171452970,87,103002,object_click,basic,2,,105.05051785344818,257.17944666556485,488.0,151.0,,,tunic.hub.slip,tunic.historicalsociety.collection,,0,0,1,0-4
21010409171452970,856,836992,navigate_click,undefined,9,,258.82921839880424,-271.0,717.0,601.0,,,,tunic.drycleaner.frontdesk,,0,0,1,5-12
21010409232567950,367,742021,object_hover,undefined,7,,,,,,2856.0,,businesscards.card_1.next,tunic.humanecology.frontdesk,,0,0,1,5-12
21010409243736744,376,1157041,object_hover,undefined,8,,,,,,84.0,,logbook.page.bingo,tunic.drycleaner.frontdesk,,0,0,0,5-12
21010409252229700,189,294283,navigate_click,undefined,5,,583.0641841753878,184.99038053853852,517.0,216.0,,,tobasement,tunic.historicalsociety.entry,,0,0,1,5-12
21010409252229700,281,421366,person_click,basic,6,,-74.3485009056587,-92.99999999999996,334.0,423.0,,What's a textile expert?,archivist,tunic.historicalsociety.frontdesk,tunic.historicalsociety.frontdesk.archivist.have_glass,0,0,1,5-12
21010409363355960,511,1074790,person_click,basic,17,,-27.40269338697548,285.00396428345454,400.0,130.0,,Good catch!,gramps,tunic.historicalsociety.collection_flag,tunic.historicalsociety.collection_flag.gramps.flag,0,0,1,13-22
21010409370047120,495,1000325,navigate_click,undefined,14,,-481.4231802208754,-158.7696571647554,743.0,455.0,,,,tunic.historicalsociety.cage,,0,0,1,13-22
21010409372021824,614,1121731,cutscene_click,basic,13,,-243.7685667486636,-76.64401200382699,299.0,372.0,,I've got Wells's ID!,seescratches,tunic.historicalsociety.basement,tunic.historicalsociety.basement.seescratches,0,0,1,13-22
21010409464025970,1007,3925459,cutscene_click,basic,18,,97.45190327600471,209.80187892504784,373.0,205.0,,"Wells, you already have a job to do.",groupconvo_flag,tunic.historicalsociety.entry,tunic.historicalsociety.entry.groupconvo_flag,0,0,1,13-22
21010409470426896,233,285891,person_click,basic,7,,-178.76364811817822,-38.000000000000036,287.0,368.0,,It's our Norwegian Craft exhibit!,worker,tunic.humanecology.frontdesk,tunic.humanecology.frontdesk.worker.intro,0,0,1,5-12
21010409585498480,400,438138,person_click,basic,11,,-10.34919171173566,-220.00000000000003,398.0,550.0,,She led marches and helped women get the right to vote!,archivist,tunic.historicalsociety.frontdesk,tunic.historicalsociety.frontdesk.archivist.newspaper,1,1,1,5-12
21010409593890316,176,216298,navigate_click,undefined,6,,509.336129997086,-166.96296645049355,736.0,449.0,,,trigger_coffee,tunic.historicalsociety.closet_dirty,,0,0,1,5-12
21010410093541412,267,316759,object_click,basic,8,,113.22664875246937,10.999999999999998,544.0,319.0,,,logbook,tunic.drycleaner.frontdesk,,0,0,0,5-12
21010410160032970,1402,2519811,navigate_click,undefined,22,,377.6601864376828,-121.83553562252544,863.0,395.0,,,,tunic.historicalsociety.entry,,0,0,1,13-22
21010410214738196,1052,1042628,notebook_click,open,21,6.0,-194.78524109849198,-355.77264164579526,42.0,603.0,,,,tunic.library.frontdesk,,0,0,1,13-22
21010410222814670,241,917229,person_click,basic,7,,-48.14127395577776,-102.0,418.0,432.0,,I've got a stack of business cards from my favorite cleaners.,worker,tunic.humanecology.frontdesk,tunic.humanecology.frontdesk.worker.intro,0,0,0,5-12
21010410231555040,163,336117,navigate_click,undefined,4,,-785.291410834412,-157.00000000000003,100.0,487.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
21010410281779824,300,383064,navigate_click,undefined,6,,-528.2027849292871,-214.2717926432687,182.0,496.0,,,,tunic.historicalsociety.closet_dirty,,1,0,1,5-12
21010410281779824,1009,1840614,navigate_click,undefined,22,,-32.38819404893981,-192.0,376.0,522.0,,,,tunic.historicalsociety.frontdesk,,1,0,1,13-22
21010410295042584,616,4389597,navigate_click,undefined,14,,-134.45236954164906,-209.8622078810928,203.0,444.0,,,,tunic.historicalsociety.entry,,0,0,1,13-22
21010410344174396,758,1337386,person_click,basic,20,,140.13088581258557,-35.230636548258964,665.0,357.0,,I need to learn more about this flag!,worker,tunic.library.frontdesk,tunic.library.frontdesk.worker.flag,0,0,1,13-22
21010410513401170,398,452195,object_hover,undefined,9,,,,,,234.0,,reader.paper1.next,tunic.library.microfiche,,0,0,1,5-12
21010411054872000,1245,581560,cutscene_click,basic,16,,-703.1784231817481,-241.1635195104803,376.0,531.0,,undefined,confrontation,tunic.historicalsociety.cage,tunic.historicalsociety.cage.confrontation,0,0,1,13-22
21010411184116984,147,240540,navigate_click,undefined,4,,335.70787930869824,144.0,472.0,186.0,,,,tunic.kohlcenter.halloffame,,0,0,1,0-4
21010411202164250,1087,580656,person_click,basic,11,,66.6452617876205,-138.99999999999997,475.0,469.0,,Ugh. Fine.,archivist,tunic.historicalsociety.frontdesk,tunic.historicalsociety.frontdesk.archivist.newspaper,0,0,1,5-12
21010411202164250,1621,1085427,navigate_click,undefined,15,,235.16551690605584,158.0592895669316,668.0,160.0,,,,tunic.historicalsociety.stacks,,0,0,1,13-22
21010411213380572,315,349234,navigate_click,undefined,5,,1005.5378629883094,79.04031043846561,841.0,256.0,,,tomap,tunic.historicalsociety.entry,,0,0,1,5-12
21010411213380572,1239,1310240,map_hover,basic,21,,,,,,1466.0,,tunic.library,tunic.library.frontdesk,,0,0,1,13-22
21010411355041744,1608,3895906,object_click,basic,21,,-107.76383412082116,-1.5210154862357474,274.0,356.0,,,journals_flag.pic_0.bingo,tunic.historicalsociety.stacks,,0,0,1,13-22
21010411445362976,1700,2632061,navigate_click,undefined,21,,-527.4071731850855,248.6862509443856,39.0,160.0,,,toentry,tunic.historicalsociety.basement,,0,0,1,13-22
21010411450812890,1268,1986603,navigate_click,undefined,20,,515.7009099367784,-63.51742589562956,794.0,384.0,,,tomap,tunic.flaghouse.entry,,0,0,1,13-22
21010411460330892,121,281692,object_click,basic,3,,539.4358342568423,-104.07008086253373,618.0,488.0,,,plaque.face.date,tunic.kohlcenter.halloffame,,0,0,1,0-4
21010411471110056,148,122926,navigate_click,undefined,3,,652.9947968232792,-27.845842474833564,838.0,346.0,,,toentry,tunic.historicalsociety.collection,,0,0,1,0-4
21010411472186880,3,4338,person_click,basic,0,,-19.991405222632178,-102.31468617022782,774.0,437.0,,I gotta run to my meeting!,gramps,tunic.historicalsociety.closet,tunic.historicalsociety.closet.gramps.intro_0_cs_0,0,0,1,0-4
21010411472186880,777,1039602,navigate_click,undefined,16,,-1140.7595009482209,-130.5872442321785,745.0,434.0,,,,tunic.historicalsociety.cage,,0,0,1,13-22
21010411560336636,249,375112,person_click,basic,6,,-110.34849311386769,42.000000000000014,298.0,288.0,,"Oh, that's from Bean Town.",archivist,tunic.historicalsociety.frontdesk,tunic.historicalsociety.frontdesk.archivist.have_glass,0,0,1,5-12
21010411572592070,60,44503,navigate_click,undefined,2,,-465.32565001052285,-63.68209400120875,209.0,363.0,,,,tunic.historicalsociety.entry,,0,0,1,0-4
21010411585646520,1376,1743784,navigate_click,undefined,21,,-757.4125288004359,-529.6986126709718,79.0,416.0,,,wells,tunic.wildlife.center,,0,1,0,13-22
21010412062709590,534,1106933,navigate_click,undefined,15,,-29.211226923604087,2.0000000000000133,392.0,328.0,,,,tunic.historicalsociety.frontdesk,,0,0,1,13-22
21010412153449940,218,233957,navigate_click,undefined,6,,129.91446323766846,-80.78125000000003,549.0,478.0,,,,tunic.historicalsociety.frontdesk,,1,0,1,5-12
21010412170840664,771,1193857,navigate_click,undefined,17,,-124.99119016290156,-148.88142168462173,19.0,441.0,,,,tunic.historicalsociety.closet_dirty,,0,0,1,13-22
21010412180382984,149,49901,person_click,basic,2,,-40.26496313910361,13.368361406674413,392.0,319.0,,I'll be at the Capitol. Let me know if you find anything!,gramps,tunic.historicalsociety.collection,tunic.historicalsociety.collection.gramps.found,0,0,1,0-4
21010412221150344,346,429037,person_click,basic,8,,-172.27880863462073,-21.000000000000025,219.0,351.0,,Your gramps is awesome! Always full of stories.,worker,tunic.drycleaner.frontdesk,tunic.drycleaner.frontdesk.worker.hub,0,0,1,5-12
21010412232797856,939,8573671,navigate_click,undefined,17,,-70.85921679707191,-224.34427587694992,832.0,509.0,,,,tunic.historicalsociety.closet_dirty,,0,1,1,13-22
21010412245927280,622,1060616,cutscene_click,basic,13,,-79.06518203774412,-22.46439858201716,315.0,339.0,,"I think it's a flag! Pretty spiffy, eh?",ch3start,tunic.historicalsociety.basement,tunic.historicalsociety.basement.ch3start,0,0,1,13-22
21010412245927280,1132,1636597,object_click,close,21,,479.72552760849436,268.7555802584451,844.0,63.0,,,journals_flag,tunic.historicalsociety.stacks,,0,0,1,13-22
21010412341489140,95,99850,navigate_click,undefined,3,,676.7523762941216,-82.2322555528186,841.0,384.0,,,toentry,tunic.historicalsociety.collection,,0,0,1,0-4
21010412342771776,1066,1942848,person_click,basic,18,,426.1152192121408,-511.4097324149585,469.0,415.0,,Maybe she'll let me take off the cup!,crane_ranger,tunic.wildlife.center,tunic.wildlife.center.crane_ranger.crane,0,0,0,13-22
21010412492332090,1267,1376789,navigate_click,undefined,21,,207.0701486584757,184.09525646460875,411.0,213.0,,,tostacks,tunic.historicalsociety.entry,,0,1,1,13-22
21010413081682052,1129,3208089,navigate_click,undefined,17,,-956.0039467772388,23.32142507890892,150.0,309.0,,,tocollectionflag,tunic.historicalsociety.entry,,0,0,1,13-22
21010413170133092,806,1181383,person_click,basic,18,,838.6220031709247,-434.6578327854577,738.0,386.0,,Does it look like a deer hoof?,expert,tunic.wildlife.center,tunic.wildlife.center.expert.removed_cup,1,0,1,13-22
21010413221096730,81,272551,navigate_click,undefined,2,,-125.7285011722484,-229.66368130472014,762.0,510.0,,,,tunic.historicalsociety.closet,,0,0,1,0-4
21010413240621644,925,2484927,navigate_click,undefined,19,,112.92673095694613,-458.5340063612082,656.0,342.0,,,,tunic.wildlife.center,,0,0,1,13-22
21010413241996600,1002,25395803,person_click,basic,21,,114.6239583100918,36.00000000000001,523.0,294.0,,You again! Don't let him hurt me!,archivist_glasses,tunic.historicalsociety.frontdesk,tunic.historicalsociety.frontdesk.archivist_glasses.confrontation,0,0,0,13-22
